STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2021,,87.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2022,,88.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2023,,87.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",BG,Bulgaria,2024,,87.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2020,,97.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2021,,97.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2022,,97.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2023,,97.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CH,Switzerland,2024,,97.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2020,,89.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2021,,88.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2022,,88.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2023,,88.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CY,Cyprus,2024,,88.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2020,,91.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2021,,91.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2022,,91.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2023,,91.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",CZ,Czechia,2024,,91.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2020,,89.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2021,,89.4,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2022,,90.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2023,,91.3,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DE,Germany,2024,,90.6,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2020,,86.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2021,,87.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2022,,88.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2023,,88.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",DK,Denmark,2024,,88.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2020,,87.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2021,,87.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2022,,88.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2023,,88.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EE,Estonia,2024,,87.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2020,,87.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2021,,87.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2022,,88.2,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2023,,87.3,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EL,Greece,2024,,86.7,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2020,,91.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2021,,90.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2022,,91.2,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2023,,91.3,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",ES,Spain,2024,,91.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2020,,89.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2021,,89.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2022,,89.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2023,,90.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2024,,89.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2020,,86.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2021,,86.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2022,,86.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2023,,87.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FI,Finland,2024,,87.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2020,,88.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2021,,88.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2022,,89.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2023,,89.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",FR,France,2024,,89.4,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2020,,82.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2021,,82.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2022,,83.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2023,,83.4,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HR,Croatia,2024,,82.9,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2020,,84.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2021,,84.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2022,,85.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2023,,86.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",HU,Hungary,2024,,86.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2020,,94.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2021,,94.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2022,,95.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2023,,94.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IE,Ireland,2024,,93.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IS,Iceland,2020,,90.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IS,Iceland,2021,,89.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IS,Iceland,2022,,89.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IS,Iceland,2023,,89.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IS,Iceland,2024,,89.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IT,Italy,2020,,89.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IT,Italy,2021,,89.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IT,Italy,2022,,89.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IT,Italy,2023,,89.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",IT,Italy,2024,,89.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),TOTAL,Total - all NACE activities,B1G,"Value added, gross",LI,Liechtenstein,2020,,96.7,,,,,
