STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BA,Bosnia and Herzegovina,2020,,18.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BA,Bosnia and Herzegovina,2021,,18.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BA,Bosnia and Herzegovina,2022,,20.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BA,Bosnia and Herzegovina,2023,,20.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BA,Bosnia and Herzegovina,2024,,21.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BE,Belgium,2020,,16.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BE,Belgium,2021,,17.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BE,Belgium,2022,,17.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BE,Belgium,2023,,17.6,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BE,Belgium,2024,,17.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BG,Bulgaria,2020,,18.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BG,Bulgaria,2021,,20.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BG,Bulgaria,2022,,19.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BG,Bulgaria,2023,,20.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",BG,Bulgaria,2024,,19.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CH,Switzerland,2020,,18.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CH,Switzerland,2021,,18.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CH,Switzerland,2022,,20.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CH,Switzerland,2023,,20.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CH,Switzerland,2024,,19.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CY,Cyprus,2020,,16.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CY,Cyprus,2021,,20.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CY,Cyprus,2022,,21.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CY,Cyprus,2023,,20.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CY,Cyprus,2024,,20.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2020,,15.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2021,,16.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2022,,16.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2023,,16.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",CZ,Czechia,2024,,16.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2020,,14.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2021,,14.3,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2022,,15.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2023,,15.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DE,Germany,2024,,14.9,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2020,,17.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2021,,19.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2022,,23.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2023,,17.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",DK,Denmark,2024,,16.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2020,,17.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2021,,17.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2022,,17.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2023,,17.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EE,Estonia,2024,,16.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2020,,19.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2021,,20.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2022,,22.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2023,,22.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EL,Greece,2024,,21.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2020,,18.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2021,,20.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2022,,21.6,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2023,,21.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",ES,Spain,2024,,22.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2020,,15.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2021,,16.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2022,,17.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2023,,17.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2024,,17.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2020,,12.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2021,,12.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2022,,12.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2023,,12.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FI,Finland,2024,,12.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2020,,14.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2021,,14.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2022,,15.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2023,,14.9,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",FR,France,2024,,14.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2020,,17.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2021,,18.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2022,,20.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2023,,20.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HR,Croatia,2024,,19.9,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2020,,15.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2021,,15.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2022,,15.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2023,,15.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",HU,Hungary,2024,,15.4,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2020,,8.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2021,,8.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2022,,9.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2023,,9.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IE,Ireland,2024,,9.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),G-I,"Wholesale and retail trade, transport, accommodation and food service activities",B1G,"Value added, gross",IS,Iceland,2020,,13.7,,,,,
